authorDisplayName,authorProfileImageUrl,likeCount,publishedAt,updatedAt,comment
Floaty Boat,https://yt3.ggpht.com/ytc/AOPolaRXZMRAdX6SV9BoVdYo1TCeHEIfZLjsQ8_oFl-B=s48-c-k-c0x00ffffff-no-rj,265,2022-10-12T16:39:06Z,2022-10-12T16:39:06Z,"I was an online student in AZVA-K12 system in Arizona from 2010-2015. Aside from half of 8th and all of 9th, I was in online school from 7th grade onward. These systems are garbage. If you're already upset about the fact that public schools overwhelmingly care about having butts in seats for attendance money over actual education, I assure you online school is far worse. My dad used me to get government support and child support checks from my mom, and the school used me for their attendance stats. I was fully responsible and the teachers knew it. I did the work, then logged in as the parent account to input attendance then log right back out. What did they have a problem with in this situation? The fact that I was putting the real time it takes to get through their lessons, 15-20 minutes, and they wanted me to put an hour for each class regardless. They even set it up so that if you click to input your time, it always defaults to an hour so you can literally just click down the list and hit ""send"". When my grades started slipping because obviously a depressed, socially isolated teenager isn't going to play along with this obvious bullshit system, they would call ME to issue ultimatums about my grades and assignments. The only calls the PARENT got was to ask to speak to me about it. I even have one of the voicemails they left him because he emailed it to me like I'm an employee...The ""benefit"" of homeschooling can only be reaped by rich white Christians where the daddy has a well paying job handed to him and mommy stays at home. Funny how it also benefits Christians by allowing them to indoctrinate their kids better. It's almost as if homeschooling is being pushed because even private school isn't insulating enough against reality for christians."
Floaty Boat,https://yt3.ggpht.com/ytc/AOPolaRXZMRAdX6SV9BoVdYo1TCeHEIfZLjsQ8_oFl-B=s48-c-k-c0x00ffffff-no-rj,265,2022-10-12T16:39:06Z,2022-10-12T16:39:06Z,"I was an online student in AZVA-K12 system in Arizona from 2010-2015. Aside from half of 8th and all of 9th, I was in online school from 7th grade onward. These systems are garbage. If you're already upset about the fact that public schools overwhelmingly care about having butts in seats for attendance money over actual education, I assure you online school is far worse. My dad used me to get government support and child support checks from my mom, and the school used me for their attendance stats. I was fully responsible and the teachers knew it. I did the work, then logged in as the parent account to input attendance then log right back out. What did they have a problem with in this situation? The fact that I was putting the real time it takes to get through their lessons, 15-20 minutes, and they wanted me to put an hour for each class regardless. They even set it up so that if you click to input your time, it always defaults to an hour so you can literally just click down the list and hit ""send"". When my grades started slipping because obviously a depressed, socially isolated teenager isn't going to play along with this obvious bullshit system, they would call ME to issue ultimatums about my grades and assignments. The only calls the PARENT got was to ask to speak to me about it. I even have one of the voicemails they left him because he emailed it to me like I'm an employee...The ""benefit"" of homeschooling can only be reaped by rich white Christians where the daddy has a well paying job handed to him and mommy stays at home. Funny how it also benefits Christians by allowing them to indoctrinate their kids better. It's almost as if homeschooling is being pushed because even private school isn't insulating enough against reality for christians."
Floaty Boat,https://yt3.ggpht.com/ytc/AOPolaRXZMRAdX6SV9BoVdYo1TCeHEIfZLjsQ8_oFl-B=s48-c-k-c0x00ffffff-no-rj,265,2022-10-12T16:39:06Z,2022-10-12T16:39:06Z,"I was an online student in AZVA-K12 system in Arizona from 2010-2015. Aside from half of 8th and all of 9th, I was in online school from 7th grade onward. These systems are garbage. If you're already upset about the fact that public schools overwhelmingly care about having butts in seats for attendance money over actual education, I assure you online school is far worse. My dad used me to get government support and child support checks from my mom, and the school used me for their attendance stats. I was fully responsible and the teachers knew it. I did the work, then logged in as the parent account to input attendance then log right back out. What did they have a problem with in this situation? The fact that I was putting the real time it takes to get through their lessons, 15-20 minutes, and they wanted me to put an hour for each class regardless. They even set it up so that if you click to input your time, it always defaults to an hour so you can literally just click down the list and hit ""send"". When my grades started slipping because obviously a depressed, socially isolated teenager isn't going to play along with this obvious bullshit system, they would call ME to issue ultimatums about my grades and assignments. The only calls the PARENT got was to ask to speak to me about it. I even have one of the voicemails they left him because he emailed it to me like I'm an employee...The ""benefit"" of homeschooling can only be reaped by rich white Christians where the daddy has a well paying job handed to him and mommy stays at home. Funny how it also benefits Christians by allowing them to indoctrinate their kids better. It's almost as if homeschooling is being pushed because even private school isn't insulating enough against reality for christians."
Floaty Boat,https://yt3.ggpht.com/ytc/AOPolaRXZMRAdX6SV9BoVdYo1TCeHEIfZLjsQ8_oFl-B=s48-c-k-c0x00ffffff-no-rj,265,2022-10-12T16:39:06Z,2022-10-12T16:39:06Z,"I was an online student in AZVA-K12 system in Arizona from 2010-2015. Aside from half of 8th and all of 9th, I was in online school from 7th grade onward. These systems are garbage. If you're already upset about the fact that public schools overwhelmingly care about having butts in seats for attendance money over actual education, I assure you online school is far worse. My dad used me to get government support and child support checks from my mom, and the school used me for their attendance stats. I was fully responsible and the teachers knew it. I did the work, then logged in as the parent account to input attendance then log right back out. What did they have a problem with in this situation? The fact that I was putting the real time it takes to get through their lessons, 15-20 minutes, and they wanted me to put an hour for each class regardless. They even set it up so that if you click to input your time, it always defaults to an hour so you can literally just click down the list and hit ""send"". When my grades started slipping because obviously a depressed, socially isolated teenager isn't going to play along with this obvious bullshit system, they would call ME to issue ultimatums about my grades and assignments. The only calls the PARENT got was to ask to speak to me about it. I even have one of the voicemails they left him because he emailed it to me like I'm an employee...The ""benefit"" of homeschooling can only be reaped by rich white Christians where the daddy has a well paying job handed to him and mommy stays at home. Funny how it also benefits Christians by allowing them to indoctrinate their kids better. It's almost as if homeschooling is being pushed because even private school isn't insulating enough against reality for christians."
Floaty Boat,https://yt3.ggpht.com/ytc/AOPolaRXZMRAdX6SV9BoVdYo1TCeHEIfZLjsQ8_oFl-B=s48-c-k-c0x00ffffff-no-rj,265,2022-10-12T16:39:06Z,2022-10-12T16:39:06Z,"I was an online student in AZVA-K12 system in Arizona from 2010-2015. Aside from half of 8th and all of 9th, I was in online school from 7th grade onward. These systems are garbage. If you're already upset about the fact that public schools overwhelmingly care about having butts in seats for attendance money over actual education, I assure you online school is far worse. My dad used me to get government support and child support checks from my mom, and the school used me for their attendance stats. I was fully responsible and the teachers knew it. I did the work, then logged in as the parent account to input attendance then log right back out. What did they have a problem with in this situation? The fact that I was putting the real time it takes to get through their lessons, 15-20 minutes, and they wanted me to put an hour for each class regardless. They even set it up so that if you click to input your time, it always defaults to an hour so you can literally just click down the list and hit ""send"". When my grades started slipping because obviously a depressed, socially isolated teenager isn't going to play along with this obvious bullshit system, they would call ME to issue ultimatums about my grades and assignments. The only calls the PARENT got was to ask to speak to me about it. I even have one of the voicemails they left him because he emailed it to me like I'm an employee...The ""benefit"" of homeschooling can only be reaped by rich white Christians where the daddy has a well paying job handed to him and mommy stays at home. Funny how it also benefits Christians by allowing them to indoctrinate their kids better. It's almost as if homeschooling is being pushed because even private school isn't insulating enough against reality for christians."
Floaty Boat,https://yt3.ggpht.com/ytc/AOPolaRXZMRAdX6SV9BoVdYo1TCeHEIfZLjsQ8_oFl-B=s48-c-k-c0x00ffffff-no-rj,265,2022-10-12T16:39:06Z,2022-10-12T16:39:06Z,"I was an online student in AZVA-K12 system in Arizona from 2010-2015. Aside from half of 8th and all of 9th, I was in online school from 7th grade onward. These systems are garbage. If you're already upset about the fact that public schools overwhelmingly care about having butts in seats for attendance money over actual education, I assure you online school is far worse. My dad used me to get government support and child support checks from my mom, and the school used me for their attendance stats. I was fully responsible and the teachers knew it. I did the work, then logged in as the parent account to input attendance then log right back out. What did they have a problem with in this situation? The fact that I was putting the real time it takes to get through their lessons, 15-20 minutes, and they wanted me to put an hour for each class regardless. They even set it up so that if you click to input your time, it always defaults to an hour so you can literally just click down the list and hit ""send"". When my grades started slipping because obviously a depressed, socially isolated teenager isn't going to play along with this obvious bullshit system, they would call ME to issue ultimatums about my grades and assignments. The only calls the PARENT got was to ask to speak to me about it. I even have one of the voicemails they left him because he emailed it to me like I'm an employee...The ""benefit"" of homeschooling can only be reaped by rich white Christians where the daddy has a well paying job handed to him and mommy stays at home. Funny how it also benefits Christians by allowing them to indoctrinate their kids better. It's almost as if homeschooling is being pushed because even private school isn't insulating enough against reality for christians."
christsciple,https://yt3.ggpht.com/ytc/AOPolaRqVnjud4SeGgPThlB3lG3BmSDR9mdX6bsIxQ=s48-c-k-c0x00ffffff-no-rj,240,2022-10-14T23:05:11Z,2022-10-14T23:10:18Z,"Ah I have a lot to say on this! I was homeschooled in Montana my whole life without ever going to a school, I'm 34 now for context. I come from a large family and there are a lot of homeschoolers in my community who also have large families. Were predominantly a mix of protestant and Mormon faiths. Everyone's primary reason for homeschooling was religion. That said, some are more extreme the others. For instance; my family was super strict on some things, and very loose on others. All the homeschoolers in my area are self-employed as pastors, tradesmen, accountants, or farmers/ranchers. ..There were two types of homeschoolers: the dedicated to education/spelling bee ones who typically go on to super successful lives post college, and the ones who skip college to enter the family business full time...Many homeschoolers are enrolled at least part-time in their local community colleges by the time they're in high-school to help learn subjects their parents aren't qualified to teach. This means by the time they graduate high-school and transition to college, they're more prepared than the average private or public school student. Additionally, working with our families in business during childhood teaches us a lot of things many other kids wouldn't know - strong work ethics, practical knowledge of a trade, and a taste of what adulthood looks like...Homeschooling can either be the greatest thing for a child because they can receive more time and training in school, putting them ahead of their public and private school peers, or it can be the worst thing if they are smothered with religion and don't receive even a basic education...I'm an engineer, another sibling is an engineer, another sibling is a mathematician, others are working the family business, so my family has been very successful partially as a result of homeschooling, and partially because my parents were smart enough to keep religion out of our education. We all have multiple degrees and value learning..The problem is with the mainstream homeschoolers who have crazy ideas about religion to the point of clinical insanity...Homeschooling has perhaps the *greatest* potential amongst all the learning types because of the amount of time, attention, and creativity a parent or teacher can provide to the student. That said, many fall flat as a result of misguided faith and religion...Also, I should note, my family was considered lower middle class, some families are near poverty level - for those saying only privlieged families can homeschool."
Nataly Arredondo Morfin,https://yt3.ggpht.com/ytc/AOPolaTOagR_o890MoSeEF7s4GaFKf-CZAqDlQANU5GA3A=s48-c-k-c0x00ffffff-no-rj,239,2022-12-01T08:10:55Z,2022-12-01T08:10:55Z,"Teacher here agreeing our students, families, and teachers need more support. One piece that would be very interesting is to look into districts budgeting. Looking into the shortage of teachers would give an interesting perspective as well. ..I believe our education system is a reflection of our society. Our schools are a reflection of our community and values...Teaching can be very rewarding but also life sucking. Teachers could put 100% into their craft or do the bare minimum. ..I can’t help but bring up safety. Reality, most us do not feel safe in public areas. Our solutions there are exact opposite. If we cannot agree on how to keep our babies safe in a classroom we are definitely not ready to discuss learning curriculums or lack there of them. ..Praying for our future. 😅"
djavanh,https://yt3.ggpht.com/ytc/AOPolaSRy6j-1miNbkluX_D58-wbH1nUGy5xRQUN2PxDRg=s48-c-k-c0x00ffffff-no-rj,238,2022-10-12T20:30:52Z,2022-10-12T20:30:52Z,"I was home schooled in grade 6 and I love my parents but that was one of the worst things I experienced in regards to my education. Neither of them were equipped enough to teach their children properly and I am so glad their surrounding friends and family convinced them to bring me back to school by the second term of that year. I was so behind and so isolated while getting homeschooled and when I came back, I managed to catch up thanks to the teacher's assistants working in that institution. These parents have no idea what they are depriving their children, politics or not these kids are not going to grow up as functional adults in society. Not unless they live the rest of their lives in a far right conservative bunker."
djavanh,https://yt3.ggpht.com/ytc/AOPolaSRy6j-1miNbkluX_D58-wbH1nUGy5xRQUN2PxDRg=s48-c-k-c0x00ffffff-no-rj,238,2022-10-12T20:30:52Z,2022-10-12T20:30:52Z,"I was home schooled in grade 6 and I love my parents but that was one of the worst things I experienced in regards to my education. Neither of them were equipped enough to teach their children properly and I am so glad their surrounding friends and family convinced them to bring me back to school by the second term of that year. I was so behind and so isolated while getting homeschooled and when I came back, I managed to catch up thanks to the teacher's assistants working in that institution. These parents have no idea what they are depriving their children, politics or not these kids are not going to grow up as functional adults in society. Not unless they live the rest of their lives in a far right conservative bunker."
djavanh,https://yt3.ggpht.com/ytc/AOPolaSRy6j-1miNbkluX_D58-wbH1nUGy5xRQUN2PxDRg=s48-c-k-c0x00ffffff-no-rj,238,2022-10-12T20:30:52Z,2022-10-12T20:30:52Z,"I was home schooled in grade 6 and I love my parents but that was one of the worst things I experienced in regards to my education. Neither of them were equipped enough to teach their children properly and I am so glad their surrounding friends and family convinced them to bring me back to school by the second term of that year. I was so behind and so isolated while getting homeschooled and when I came back, I managed to catch up thanks to the teacher's assistants working in that institution. These parents have no idea what they are depriving their children, politics or not these kids are not going to grow up as functional adults in society. Not unless they live the rest of their lives in a far right conservative bunker."
djavanh,https://yt3.ggpht.com/ytc/AOPolaSRy6j-1miNbkluX_D58-wbH1nUGy5xRQUN2PxDRg=s48-c-k-c0x00ffffff-no-rj,238,2022-10-12T20:30:52Z,2022-10-12T20:30:52Z,"I was home schooled in grade 6 and I love my parents but that was one of the worst things I experienced in regards to my education. Neither of them were equipped enough to teach their children properly and I am so glad their surrounding friends and family convinced them to bring me back to school by the second term of that year. I was so behind and so isolated while getting homeschooled and when I came back, I managed to catch up thanks to the teacher's assistants working in that institution. These parents have no idea what they are depriving their children, politics or not these kids are not going to grow up as functional adults in society. Not unless they live the rest of their lives in a far right conservative bunker."
djavanh,https://yt3.ggpht.com/ytc/AOPolaSRy6j-1miNbkluX_D58-wbH1nUGy5xRQUN2PxDRg=s48-c-k-c0x00ffffff-no-rj,238,2022-10-12T20:30:52Z,2022-10-12T20:30:52Z,"I was home schooled in grade 6 and I love my parents but that was one of the worst things I experienced in regards to my education. Neither of them were equipped enough to teach their children properly and I am so glad their surrounding friends and family convinced them to bring me back to school by the second term of that year. I was so behind and so isolated while getting homeschooled and when I came back, I managed to catch up thanks to the teacher's assistants working in that institution. These parents have no idea what they are depriving their children, politics or not these kids are not going to grow up as functional adults in society. Not unless they live the rest of their lives in a far right conservative bunker."
